1;2805.00;9.70;1563.00;small
1;2762.00;9.70;1539.00;small
2;2757.00;9.70;1565.00;small
2;2777.00;9.70;1604.00;small
3;2749.00;9.70;1649.00;small
3;2734.00;9.70;1684.00;small
4;2677.00;9.70;1578.00;small
4;2698.00;9.70;1606.00;small
5;2882.00;9.70;1537.00;small
5;2891.00;9.50;1570.00;small
6;2950.22;9.70;1628.25;big
6;2941.64;9.70;1564.79;small
7;2951.00;9.70;1483.00;small
7;2989.00;9.70;1497.00;small
8;3299.00;9.70;1540.00;big
8;3227.00;9.70;1542.00;big
9;3099.00;9.70;1685.00;small
9;3137.00;9.50;1742.00;big
10;3026.00;9.70;1661.00;small
10;3047.00;9.70;1714.00;big
11;2932.00;9.70;1735.00;big
11;2971.00;9.70;1794.00;big
12;3300.00;9.70;1944.00;big
12;3221.00;9.70;1912.00;big
12;3397.00;9.70;1922.00;big
13;3259.00;9.70;1794.00;big
13;3184.00;9.50;1779.00;big
14;3749.00;9.70;1738.00;small
14;3748.00;9.70;1654.00;big
14;3777.00;9.70;1805.00;big
15;3427.00;9.70;1548.00;big
15;3473.00;9.70;1498.00;big
15;3508.00;9.70;1567.00;small
16;2790.00;9.70;1748.00;big
16;2821.00;9.50;1650.00;big
17;3442.32;9.70;691.86;small
17;3404.00;9.70;755.00;small
17;3525.00;9.70;772.00;big
17;3440.00;9.70;848.00;big
18;2838.00;9.50;1551.00;small
18;2754.00;9.50;1515.00;small
19;2827.00;9.70;1450.00;big
19;2786.00;9.70;1480.00;big
20;2815.00;9.70;1396.00;big
20;2874.85;10.70;1406.45;big
21;2974.00;9.70;1439.00;small
21;2929.00;9.70;1426.00;small
21;3023.00;9.70;1465.00;small
22;3041.00;9.70;1520.00;small
22;3082.00;9.70;1478.00;small
23;3008.59;11.70;1363.61;small
23;2985.00;9.70;1397.00;small
24;3072.00;9.70;1409.00;small
24;3127.00;9.70;1367.00;small
25;3212.00;9.70;1345.00;small
25;3154.67;12.30;1281.35;small
25;3141.00;9.70;1324.00;small
26;3189.00;9.70;1387.00;small
26;3230.00;9.70;1448.00;small
27;3115.00;9.70;1446.00;small
27;3173.00;9.70;1458.00;small
28;3396.00;9.70;1235.00;big
28;3496.00;9.70;1198.00;big
28;3353.00;9.70;1166.00;small
29;3046.00;9.50;1209.00;big
29;3096.76;9.50;1254.18;big
30;3260.00;9.50;1349.00;big
30;3359.00;9.50;1389.00;big
31;4025.00;9.70;831.00;big
31;4031.00;9.70;947.00;big
32;1155.00;9.50;410.00;big
32;1245.00;9.50;119.00;big
33;465.18;9.70;2015.70;big
33;193.00;9.50;1814.00;small
33;339.77;9.70;1898.20;small
33;696.00;9.50;1918.00;small
34;1470.10;9.70;1076.39;small
34;1553.00;9.70;1008.00;small
35;1807.43;9.70;405.26;small
35;1764.56;9.70;427.77;small
35;1778.93;9.70;472.85;small
36;2097.50;9.70;1920.49;big
36;2104.18;9.70;2003.20;big
37;3214.00;9.70;1689.00;big
37;3180.00;9.70;1633.00;big
38;3085.00;9.70;1550.00;small
38;3141.00;9.70;1592.00;small
39;3185.00;9.70;1500.00;small
39;3140.00;9.70;1533.00;small
40;3520.00;9.70;1625.00;small
40;3574.00;9.70;1582.00;small
41;2766.00;9.70;1366.00;small
41;2818.00;9.70;1359.00;small
41;2782.00;9.70;1318.00;small
42;2702.00;9.50;1413.00;small
42;2735.00;9.50;1437.00;small
43;2610.00;9.50;1665.00;big
43;2596.56;9.50;1510.44;big
44;2294.00;9.50;1931.00;big
44;2414.00;9.50;1852.00;big
45;2877.00;9.50;1939.00;big
45;2650.00;9.50;1933.00;big
46;3186.00;9.50;2023.00;big
46;3464.00;9.50;1939.00;small
47;2532.00;9.50;1241.00;big
47;2588.00;9.50;1347.00;big
48;2527.00;9.50;1047.00;big
48;2616.00;9.50;1172.00;big
49;2307.00;9.50;1671.00;big
49;2431.00;9.50;1506.00;big
50;2078.00;9.50;1765.00;big
50;1867.00;9.50;1978.00;big
51;2191.00;9.50;1473.00;big
51;2321.00;9.50;1332.00;big
52;1363.00;9.50;1299.00;big
52;1330.00;9.50;1194.00;big
53;1848.00;9.70;1116.00;big
53;1643.00;9.50;1179.00;big
53;1535.00;9.50;1200.00;small
53;1589.00;9.50;1084.60;small
54;1778.00;9.50;1570.00;big
54;1701.00;9.50;1492.00;big
55;1913.00;9.50;1575.00;big
55;1866.20;9.50;1698.15;small
56;2034.00;9.50;1461.00;big
56;2089.00;9.50;1303.00;big
57;1827.00;9.70;1412.00;big
57;1811.00;9.50;1263.00;big
58;2355.00;9.50;1038.00;big
58;2265.00;9.50;1153.00;big
59;2087.00;9.50;952.00;big
59;2001.00;9.50;1114.00;big
60;3854.00;9.50;724.00;big
60;3782.00;9.50;509.00;big
61;2296.00;9.50;872.00;big
61;2491.00;9.50;826.00;big
62;2658.00;9.50;587.00;big
62;2889.00;9.50;633.00;big
63;1882.00;9.50;201.00;big
63;1836.00;9.50;66.00;big
64;2025.00;9.50;104.00;big
64;2338.00;9.50;117.00;big
65;3028.00;9.50;119.00;big
65;3300.00;9.50;58.00;big
66;2210.00;9.50;377.00;big
66;2433.00;9.50;538.00;big
67;2853.00;9.50;100.00;big
67;2649.00;9.50;149.00;big
68;2876.00;9.50;1316.00;big
68;2795.00;9.50;1262.00;small
69;3313.17;9.50;1204.73;big
69;3211.80;9.50;1198.74;big
70;3618.00;9.50;1344.00;big
70;3599.00;9.50;1431.00;big
71;4072.00;9.50;529.00;big
71;4264.00;9.50;570.00;big
72;4348.00;9.50;738.00;small
72;4474.00;9.50;653.00;big
73;4410.00;9.50;754.00;big
73;4412.00;9.50;798.00;small
74;4117.00;9.50;288.00;big
74;4184.00;9.50;93.00;big
75;4634.00;9.50;919.00;big
75;4532.00;9.50;768.00;big
76;4690.00;9.70;1041.00;big
76;4819.00;9.50;1117.00;big
77;4725.00;9.50;1289.00;big
77;4712.00;9.50;1191.00;big
78;4879.00;9.50;937.00;big
78;4871.00;9.50;789.00;big
79;5006.00;9.50;1471.00;big
79;4908.00;9.50;1320.00;big
80;4703.00;9.50;711.00;big
80;4689.00;9.50;798.00;big
81;5096.00;9.50;419.00;big
81;5236.00;9.50;355.00;big
82;4950.00;9.50;481.00;small
82;4959.00;9.50;401.00;small
83;5421.00;9.50;360.00;big
83;5280.00;9.50;520.00;big
84;5203.00;9.55;738.00;big
84;4962.00;9.50;746.00;big
84;5145.00;9.50;582.00;small
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;154.00;big
87;5213.00;9.50;1677.00;big
87;5062.00;9.50;1523.00;big
88;116.00;9.50;1877.00;big
88;5500.00;9.50;1730.00;big
89;901.00;9.50;1366.00;big
89;829.00;9.50;1528.00;big
90;5058.00;9.50;1292.00;big
90;4942.00;9.50;1182.00;big
91;4802.00;9.50;584.00;big
91;4882.00;9.50;521.00;small
92;4634.00;9.50;393.00;big
92;4734.00;9.50;449.00;big
93;4743.00;9.70;661.00;big
93;4679.00;9.70;595.00;big
94;5039.00;9.50;1073.00;big
94;5127.00;9.50;921.00;big
95;5475.00;9.50;1177.00;big
95;64.00;9.50;1236.00;big
96;5448.00;9.50;1500.00;big
96;11.00;9.50;1526.00;big
97;78.00;9.50;670.00;big
97;5452.00;9.70;746.00;big
98;4744.00;9.50;68.00;big
98;4945.00;9.50;79.00;big
99;4461.00;9.50;416.00;big
99;4485.00;9.50;132.00;big
100;3576.00;9.50;856.00;big
100;3392.00;9.50;1014.00;big
101;4254.00;9.55;848.00;big
101;4190.00;9.50;932.00;big
101;4141.00;9.50;779.00;small
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3457.00;9.50;353.00;big
103;3381.00;9.50;244.00;big
104;3735.00;9.50;882.00;big
104;3849.00;9.50;963.00;big
105;211.00;9.50;1103.00;big
105;422.00;9.50;1046.00;big
106;1284.00;9.50;1091.00;big
106;1054.00;9.50;1241.00;big
107;1439.00;9.50;995.00;big
107;1515.00;9.50;919.00;big
108;1610.00;9.50;494.00;big
108;1528.00;9.50;303.00;big
109;1507.00;9.50;643.00;big
109;1450.00;9.50;782.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;892.00;9.50;1047.00;big
111;688.00;9.50;1135.00;big
112;195.00;9.50;151.00;big
112;620.00;9.50;108.00;big
113;824.00;9.50;457.00;big
113;665.00;9.50;333.00;big
114;342.00;9.50;1730.00;big
114;642.00;9.50;1686.00;big
115;578.00;9.50;1448.00;big
115;748.00;9.50;1471.00;big
116;3704.00;9.70;1241.00;big
116;3562.00;9.70;1263.00;big
116;3694.00;9.70;1117.00;big
116;3620.00;9.70;1171.00;big
117;1560.00;9.70;1465.00;big
117;1601.37;9.70;1552.35;big
118;979.00;9.70;1524.00;small
118;904.00;9.70;1535.00;big
118;967.00;9.70;1445.00;small
119;1277.00;9.70;1449.00;big
119;1218.63;9.70;1391.76;small
119;1293.00;9.70;1368.00;small
120;1243.00;9.70;1672.00;big
120;1328.00;9.70;1618.00;big
121;1635.64;9.70;1725.28;big
121;1936.00;9.70;1699.00;big
121;1644.00;9.50;1880.00;small
121;1777.00;9.70;1812.00;big
122;1064.00;9.70;1774.00;big
122;1230.00;9.70;1752.00;big
123;1244.56;9.70;1174.82;big
123;1207.49;9.70;1234.35;small
124;1787.21;9.70;983.40;big
124;1669.12;9.70;959.68;big
124;1586.87;9.70;862.53;small
125;1960.99;9.70;550.18;big
125;1925.94;9.70;650.29;big
125;2025.65;9.70;659.08;big
126;2930.00;9.70;1246.00;small
126;2964.00;9.70;1234.00;small
126;2841.00;9.70;1238.00;small
127;3025.00;9.70;905.00;big
127;2963.00;9.70;1079.00;big
127;3119.00;9.70;1044.00;big
128;3270.00;9.70;1142.00;big
128;3297.00;9.70;1057.00;big
129;3292.00;9.70;1301.00;big
129;3418.00;9.70;1310.00;big
130;3387.00;9.70;1489.00;big
130;3316.00;9.70;1475.00;big
131;3284.45;9.70;1595.81;big
131;3221.41;9.70;1591.00;big
132;3317.00;9.70;1847.00;small
132;3355.00;9.50;1786.00;big
133;3452.00;9.70;1716.00;big
133;3529.00;9.70;1684.00;big
133;3615.00;9.70;1701.00;small
134;3462.00;9.70;1377.00;small
134;3536.00;9.70;1351.00;small
135;3515.00;9.70;1435.00;big
135;3437.00;9.70;1428.00;big
136;3917.00;9.70;1536.00;big
136;4039.00;9.70;1491.00;big
136;3814.00;9.70;1556.00;big
136;3876.00;9.70;1409.00;small
137;3635.00;9.70;1505.00;big
137;3564.00;9.70;1494.00;big
137;3648.00;9.70;1400.00;big
137;3724.00;9.70;1507.00;small
138;3693.00;9.70;1674.00;big
138;3647.00;9.70;1616.00;big
138;3676.00;9.70;1737.00;small
139;3265.00;9.70;213.00;big
139;3166.00;9.70;137.00;big
140;2845.00;9.70;824.00;big
140;2976.00;9.70;776.00;big
141;4225.00;9.70;1055.00;big
141;4148.00;9.70;1039.00;big
142;4464.00;9.70;854.00;big
142;4424.00;9.70;966.00;big
142;4377.00;9.70;894.00;small
143;4656.00;9.70;1353.00;big
143;4643.00;9.70;1259.00;big
143;4577.00;9.70;1271.00;small
144;4465.00;9.70;1197.00;big
144;4478.00;9.70;1300.00;big
145;4051.00;9.70;1302.00;big
145;4189.00;9.70;1384.00;big
146;4012.00;9.70;1219.00;big
146;4236.00;9.70;1156.00;big
146;4116.00;9.70;1145.00;big
147;4166.00;9.70;1941.00;big
147;4035.00;9.70;1747.00;big
147;3902.00;9.70;1864.00;small
148;4965.33;9.70;1732.22;big
148;4797.00;9.70;1687.00;big
148;5160.86;9.70;1763.32;small
149;4251.98;9.70;1731.06;big
149;4286.62;9.70;1652.78;big
150;3744.00;9.70;1916.00;big
150;3478.00;9.70;1793.00;big
150;3619.00;9.70;1849.00;big
151;3865.00;9.70;1709.00;big
151;3801.00;9.70;1660.00;small
151;3932.00;9.70;1660.00;big
152;4411.00;9.70;1446.00;big
152;4544.00;9.70;1457.00;big
152;4275.00;9.70;1499.00;big
153;4038.00;9.70;1097.00;big
153;3948.00;9.70;1029.00;big
154;4958.00;9.70;1251.00;big
154;4856.00;9.70;1201.00;big
154;5009.00;9.50;1343.00;small
155;4760.00;9.70;1358.00;big
155;4822.00;9.70;1426.00;big
155;4716.00;9.70;1407.00;small
155;4734.49;9.70;1511.71;small
156;4689.53;9.70;245.83;big
156;4736.74;9.70;328.37;big
156;4809.00;9.70;285.00;big
156;4904.00;9.70;353.00;big
156;4950.00;9.50;215.00;big
156;5003.55;9.70;287.35;big
157;5566.00;9.70;162.00;big
157;5475.00;9.70;62.00;big
158;4490.00;9.70;539.00;small
158;4679.00;9.70;513.00;small
158;4744.00;9.70;499.00;small
158;4547.00;9.70;529.00;small
159;4561.00;9.70;641.00;big
159;4630.00;9.70;702.00;big
160;4749.00;9.70;781.00;big
160;4696.00;9.70;888.00;big
161;2466.00;9.70;1899.00;small
161;2545.00;9.70;1895.00;small
162;3892.00;9.70;1253.00;big
162;3807.00;9.70;1207.00;big
163;1731.65;9.70;748.49;big
163;1825.31;9.70;874.56;big
163;1822.69;9.70;737.78;big
163;1814.11;9.70;799.16;small
164;4636.00;9.70;1102.00;big
164;4628.00;9.70;1185.00;big
165;4546.00;9.70;1036.00;big
165;4471.00;9.70;1079.00;big
166;1485.00;9.50;1971.00;big
166;1525.00;9.50;1879.00;big
167;4970.00;9.70;576.00;big
167;5093.00;9.70;526.00;big
168;2726.00;9.70;1347.00;small
168;2689.00;9.70;1361.00;small
169;2993.52;9.50;1320.06;big
169;2953.78;10.70;1369.36;small
170;1618.63;9.50;1336.99;big
170;1463.00;9.50;1295.00;big
171;833.00;9.70;1734.00;big
171;586.00;9.50;1884.00;big
171;346.00;9.50;1869.00;small
172;273.00;9.50;695.00;big
172;439.00;9.50;729.00;big
173;2901.00;9.50;1649.00;small
173;2883.00;9.50;1720.00;big
174;2955.00;9.50;1921.00;big
174;2882.00;9.50;1747.00;big
175;892.00;9.50;737.00;big
175;660.00;9.50;714.00;big
176;113.00;9.50;1486.00;big
176;348.00;9.50;1427.00;big
177;5193.00;9.50;1184.00;big
177;5242.00;9.50;1357.00;big
178;109.00;9.70;430.00;big
178;5579.00;9.70;363.00;big
179;461.00;9.70;366.00;big
179;329.00;9.50;445.00;big
180;3546.00;9.70;363.00;big
180;3513.00;9.70;282.00;big
181;2728.00;9.70;1196.00;big
181;2606.00;9.70;1053.00;big
182;3142.00;9.70;759.00;big
182;3271.00;9.70;761.00;big
182;3228.00;9.70;666.00;small
183;3066.00;9.70;503.00;big
183;3092.00;9.70;418.00;big
184;3390.92;9.70;429.21;big
184;3328.52;9.70;277.56;small
184;3360.01;9.70;364.37;small
185;4804.00;9.70;1260.00;big
185;4784.00;9.70;1327.00;big
186;4377.00;9.70;660.00;big
186;4435.00;9.70;596.00;big
187;4359.00;9.70;781.00;big
187;4399.00;9.70;707.00;big
188;4314.00;9.70;929.00;big
188;4286.00;9.70;998.00;big
188;4328.00;9.70;1057.00;small
189;3861.00;9.70;1093.00;big
189;3934.00;9.70;1175.00;big
190;3187.00;9.70;1983.00;small
190;3048.00;9.50;1916.00;big
191;3107.00;9.70;1887.00;big
191;3047.00;9.70;1793.00;big
192;4887.00;9.70;433.00;big
192;5022.00;9.70;408.00;small
192;5078.00;9.70;332.00;big
193;5113.00;9.70;176.00;big
193;5061.00;9.70;104.00;big
193;5118.00;9.70;254.00;big
193;5073.00;9.70;30.00;small
194;714.00;9.70;2028.00;big
194;884.00;9.70;1799.00;big
194;823.00;9.70;1880.00;small
195;3458.00;9.70;1025.00;big
195;3656.07;9.70;1004.40;big
196;1700.45;9.70;1627.45;small
196;1630.15;9.70;1602.86;big
197;1424.95;9.70;1538.69;small
197;1503.00;9.70;1549.00;big
197;1415.00;9.70;1634.00;big
198;1136.14;9.70;1671.49;big
198;1113.02;9.70;1594.81;big
198;1017.04;9.70;1664.84;big
199;4311.00;9.70;1275.00;big
199;4387.00;9.70;1161.00;big
200;1669.31;9.70;648.21;big
200;1610.91;9.70;788.51;big
200;1621.41;9.70;705.70;small
201;3010.00;9.70;685.00;big
201;3015.00;9.70;599.00;big
201;3102.00;9.70;570.00;small
202;2609.00;9.70;857.00;big
202;2714.00;9.70;769.00;big
202;2739.00;9.70;867.00;small
203;2925.00;9.70;1495.00;small
203;2907.51;9.70;1522.08;small
203;2940.39;9.70;1524.34;small
204;2846.00;9.70;1511.00;big
204;2885.00;9.70;1462.00;big
205;3034.00;9.70;1585.00;big
205;2995.00;9.70;1555.00;small
206;3031.00;9.70;1276.00;small
206;3057.00;9.70;1333.00;small
207;4154.00;9.70;1571.00;big
207;4094.00;9.70;1645.00;big
208;4933.00;9.70;1518.00;big
208;4907.00;9.70;1433.00;big
209;3719.00;9.70;1590.00;big
209;3642.00;9.70;1575.00;small
210;3385.50;9.70;1594.71;big
210;3329.68;9.70;1590.61;small
210;3425.00;9.70;1642.00;big
211;4470.00;9.70;1586.00;big
211;4540.00;9.70;1675.00;big
211;4464.77;9.70;1790.00;big
211;4641.00;9.70;1617.00;big
212;3771.00;9.70;1323.00;big
212;3925.00;9.70;1338.00;big
213;5389.00;9.70;1800.00;big
213;5432.05;9.70;1977.60;big
213;5259.17;9.70;1629.85;big
214;2747.00;9.70;1289.00;small
214;2692.00;9.70;1290.00;small
215;1594.55;9.50;49.12;big
215;1620.93;9.50;164.06;big
216;1727.38;9.50;32.52;big
217;1725.26;9.70;52.13;big
218;1700.62;9.50;14.13;small
218;1771.04;9.50;6.96;big
219;2985.00;9.50;1662.00;small
220;3092.00;9.50;1622.00;small
220;3038.00;9.70;1625.00;small
221;3637.00;9.50;1061.00;small
222;5594.00;9.50;947.00;big
222;74.00;9.50;863.00;big
223;955.70;9.70;1648.85;small
223;886.00;9.70;1610.00;small
223;954.00;9.70;1750.10;small
223;910.65;9.70;1694.87;small
224;1303.00;9.70;1838.00;small
224;1735.00;9.70;2027.00;big
224;1058.00;9.50;1930.00;big
224;1220.00;9.70;1972.00;big
225;1384.27;9.70;1784.73;big
225;1516.08;9.70;1692.18;big
226;1084.00;9.70;1354.00;big
226;1194.00;9.70;1312.00;big
227;1401.00;9.70;1164.00;small
227;1298.00;9.70;1168.00;small
228;1482.76;9.90;1407.06;big
228;1376.32;9.70;1408.39;big
228;1537.15;9.50;1313.73;small
229;3335.00;9.70;913.00;big
229;3224.00;9.70;838.00;big
229;3231.00;9.70;960.00;small
230;3199.13;9.50;1259.93;small
230;3194.31;9.50;1309.45;small
231;3183.00;9.70;584.00;big
231;3224.00;9.70;508.00;big
232;3063.88;9.70;289.32;big
